lat_ms
133.243
136.113
143.384
143.844
143.9
143.912
143.921
143.94
143.955
143.986
144.038
144.067
144.137
147.779
147.815
147.825
147.842
147.848
147.957
147.963
147.984
147.986
147.986
147.988
147.996
148.005
148.006
148.008
148.009
148.021
148.025
148.028
148.029
148.046
148.051
148.051
148.056
148.067
148.07
148.073
148.09
148.136
148.18
148.186
148.187
148.201
148.216
148.275
148.486
151.546
151.666
151.833
151.896
151.896
151.897
151.914
151.915
151.917
151.923
151.926
151.928
151.93
151.933
151.941
151.983
152.001
152.001
152.002
152.003
152.005
152.031
152.032
152.083
152.124
152.155
152.238
152.313
152.481
152.482
152.788
155.587
155.716
155.73
155.747
155.841
155.901
155.929
155.936
155.941
155.948
155.955
156.037
156.046
156.048
156.05
156.078
156.101
156.115
156.16
159.619
159.733
159.803
159.897
159.921
159.926
159.954
159.97
159.975
159.993
160.014
160.014
160.054
160.055
160.175
160.184
160.184
160.381
163.809
163.881
163.932
163.972
164.005
164.02
164.109
164.111
167.969
168.001
168.006
219.917
251.978
