latency_ms
7.13022
7.31442
7.33634
7.52816
16.2094
17.6551
17.8958
18.6774
19.4815
20.0658
21.7943
21.9748
22.2398
22.6808
23.7873
24.2288
24.4469
24.7081
25.1447
25.7272
25.8992
26.3224
26.513
26.5888
26.6872
26.7166
26.8132
26.8705
27.0388
27.6908
27.731
27.8003
27.8297
27.8372
28.4222
28.553
28.8264
28.971
29.1893
29.4307
29.5291
29.8046
30.081
30.1293
30.2282
30.5871
30.6619
30.7235
30.8181
30.826
30.9242
30.9343
30.9764
31.0359
31.3364
31.6342
31.6429
31.6652
31.6917
31.6943
31.7403
31.8269
31.8291
31.8933
31.9114
31.979
32.2904
32.4449
32.4802
32.4871
32.5483
32.5815
32.5926
32.6113
32.6207
32.7226
32.8302
32.8306
32.8718
33.2921
33.3944
33.506
33.5825
33.6134
33.8289
33.9265
33.9633
34.0609
34.0661
34.1379
34.3642
34.3817
34.4871
34.824
34.8671
34.965
35.0187
35.0441
35.1267
35.4157
35.4703
35.5082
35.5273
35.5892
35.6057
35.643
35.7993
35.8098
35.9211
35.9464
35.9989
36.0702
36.0763
36.2585
36.3867
36.4563
36.4659
36.4683
36.4813
36.4951
36.5171
36.5214
36.5674
36.7081
36.8615
36.8759
36.9145
36.9164
36.9632
36.9872
37.0362
37.0832
37.1248
37.13
37.1616
37.2343
37.2426
37.2751
37.3296
37.3791
37.3971
37.4075
37.5224
37.5436
37.549
37.5627
37.7323
37.7371
37.8341
37.8582
37.8863
37.8904
37.9595
37.9981
38.0042
38.0053
38.0312
38.0397
38.0522
38.0754
38.2624
38.5267
38.6216
38.6295
38.646
38.6557
38.6671
38.7417
38.8376
38.8495
38.9856
39.0233
39.0639
39.1018
39.1297
39.1505
39.178
39.2157
39.2463
39.2767
39.3253
39.384
39.3851
39.5154
39.5195
39.5468
39.5475
39.591
39.6437
39.6482
39.7262
39.8474
39.8508
39.9382
39.9622
40.0518
40.0709
40.084
40.1079
40.1565
40.2021
40.2172
40.3119
40.4145
40.4258
40.5096
40.5146
40.5415
40.5807
40.6112
40.7954
40.8592
40.9687
40.9706
40.9782
41.022
41.0348
41.2998
41.4636
41.4658
41.4685
41.5735
41.6196
41.6416
41.7154
41.7729
41.8516
42.0327
42.1326
42.183
42.2299
42.3566
42.3721
42.484
42.4938
42.5086
42.5695
42.5889
42.7927
42.7932
